 	スペース
嶼	ショ，ヤマヘンニアタエルノキュウジ
嶽	サンガクブノガクノキュウジ
巉	ザン，ヤマヘンニザンゲンスルノザンノツクリ
巌	ガンリュウジマ ノ ガン，イワオ
巍	ギ，ヤマノシタニギシワジンデンノギ
巒	ラン，コイビトノコイノキュウジノココロノカワリニヤマ
巓	ヤマノイタダキヲイミスルサンテンノテン
巖	ゲンジュウナノゲン，キビシイノキュウジ
巛	セン，ブシュノマガリガワ
川	カセン ノ セン，カワ
州	キュウシュウチホウ ノ シュウ
巡	ジュンカイ ノ ジュン，メグル
巣	ハチノス ノ ス
工	ズコウ ノ コウ
左	ヒダリ，サユウ ノ サ
巧	ギコウテキナ ノ コウ，タクミ
巨	キョダイナ ノ キョ
巫	ジンジャノミコノフ
差	サベツカスル ノ サ
己	ジコショウカイ ノ コ，オノレ
已	ブンポウノイゼンケイノイ
巳	ミ，ジュウニシ ノ ミ
巴	トモエナゲ ノ トモエ
巵	シ，サカズキノイタイジ
巷	チマタ ノ コエ ノ チマタ，コウ
巻	ノリマキ ノ マキ
巽	ホウガク ノ タツミ
巾	ゾウキン ノ キン，ハバ
市	シヤクショ ノ シ，イチ
布	ヌノ，モウフ ノ フ
帆	ハンセン ノ ハ，ホバシラ ノ ホ
帋	ガヨウシノシ，カミノイタイジ
希	キボウ ノ キ，マレ
帑	ド，ヤッコノシタニハバ
帖	テチョウ ノ チョウ，ハバニウラナウ
帙	チツ，ハバヘンニウシナウ
帚	ホウキ，ソウジキノソウノツクリ
帛	ハク，ハクチョウノハクノシタニハバ
帝	テイオウ ノ テイ，ミカド
帥	ダイゲンスイ ノ スイ
師	ボクシ ノ シ
席	ザセキ ノ セキ
帯	ケイタイ ノ タイ，オビ
帰	キタクスル ノ キ，カエル
帳	レンラクチョウ ノ チョウ
帶	ケイタイノタイ，オビノキュウジ
帷	カタビラ，ハバヘンニフルトリ
常	ヒジョウグチ ノ ジョウ
帽	ダツボウスル ノ ボウ
幀	テイ，ハバヘンニテイシュクナノテイ
幃	イ，ハバヘンニイダイナノイノツクリ
幄	アク，ハバヘンニオクジョウノオク
幅	ゾウフクスル ノ フク，ハバ
幇	ホウジョスルノホウ
幌	ホロバシャ ノ ホロ
幎	ベイ，ハバヘンニメイフクヲイノルノメイ
幔	マンマクノマン，ハバヘンニウナギノツクリ
幕	ジマク ノ マク
幗	カク，ハバヘンニクニノキュウジ
幟	キシヲセンメイニスルノシ，ノボリ
幡	ヤハタ ノ ハタ
幢	トウ，ハバヘンニグリムドウワノドウ
幣	ゾウヘイキョク ノ ヘイ
幤	ゾウヘイキョクノヘイノイタイジ
干	カンチョウ ノ カン，ホス
平	ヘイワ ノ ヘイ，タイラ
年	ガクネン ノ ネン，トシ
幵	ケン，ホスガフタツ
并	ヘイ，ヘイヨウスルノヘイノツクリ
幸	コウフク ノ コウ，シアワセ
幹	シンカンセン ノ カン，ミキ
幺	ヨウ，ブシュノイトガシラ
幻	マボロシ，ゲンソウ ノ ゲン
幼	ヨウチエン ノ ヨウ，オサナイ
幽	ユウレイセン ノ ユウ
幾	キカガク ノ キ
广	ゲン，ブシュノマダレ
庁	キショウチョウ ノ チョウ
広	ヒロバ ノ ヒロ，コウ
庄	ショウヤ ノ ショウ
庇	ヒゴスル ノ ヒ，ヒサシ
床	トコヤ ノ トコ，ショウ
序	ジュンジョ ノ ジョ
底	ソコヂカラ ノ ソコ，テイ
庖	マダレ ノ ホウチョウ ノ ホウ
店	ミセ，ショウテン ノ テン
庚	コウシンヅカ ノ コウ，カノエ
府	トドウフケン ノ フ
庠	ショウ，マダレニヒツジ
度	オンドケイ ノ ド
座	ザセキ ノ ザ，スワル
庫	レイゾウコ ノ コ
庭	テイエン ノ テイ，ニワ
庵	イオリ，タクアン ノ アン
庶	ショミン ノ ショ
康	ケンコウ ノ コウ，イエヤス ノ ヤス
庸	ボンヨウナ ノ ヨウ
廁	カワヤ，マダレニホウソクノソク
廂	ショウ，マダレニソウダンスルノソウ
廃	ハイシスル ノ ハイ，スタレル
廈	カ，マダレニナツ
廉	レンカバン ノ レン
廊	ワタリロウカ ノ ロウ
廏	キュウシャノキュウ，ウマヤノイタイジ，ルマタ
廐	キュウシャノキュウ，ウマヤノイタイジ，キバ
廓	ユウカク ノ カク，クルワ
廖	リョウ，マダレニゴビュウノビュウノツクリ
廚	チュウボウノチュウ，クリヤノキュウジ
廛	テン，マトイノツクリ
廝	シ，マダレニシカイノケンイノシ
廟	レイビョウ ノ ビョウ
廠	カイグンコウショウ ノ ショウ
廡	ブ，マダレニムリノム
廢	ハイシスルノハイ，スタレルノキュウジ
廣	ヒロバノヒロノキュウジ
廨	カイ，マダレニカイケツスルノカイ
廩	リン，マダレニリンギスルノリン
廬	ロザンノロ，マダレニハゼノキノハゼノツクリ
廰	チョウ，キショウチョウノチョウノキュウジノイタイジ
廱	ヨウ，マダレニカワ，クチ，トモエ，フルトリ
廳	チョウ，キショウチョウノチョウノキュウジ
廴	イン，ブシュノエンニョウ
延	エンキスル ノ エン，ノビル
廷	キュウテイブンガク ノ テイ
廸	テキ，エンニョウニリユウノユウ
建	ケンチク ノ ケン，タテル
廻	エンニョウ ニ マワル ノ カイ
廼	エンニョウ ニ ニシ，ナイ
廾	キョウ，ブシュノニジュウアシ
廿	カンスウジ ノ ニジュウ
弁	ベントウ ノ ベン
弃	ハイキスルノキ，ステルノイタイジ
弄	ホンロウスル ノ ロウ，モテアソブ
弉	サンゾウホウシゲンジョウノジョウノイタイジ
弊	ヘイガイ ノ ヘイ
弋	ヨク，ブシュノシキガマエ
弌	イチ，カンスウジノイチノイタイジ，シキガマエニイチ
弍	カンスウジノニノイタイジ，シキガマエニニ
式	ニュウガクシキ ノ シキ
弐	ケイヤクショニ ツカウ スウジ ノ ニ
弑	シギャクスルノシ，コロスノヒダリガワニニュウガクシキノシキ
弓	ユミヤ ノ ユミ
弔	トムラウ，チョウジ ノ チョウ
引	インヨウスル ノ イン，ヒク
弖	テニヲハノテ，ユミノシタニカンスウジノイチ
弗	フッソ ノ フツ，ドル
弘	コウボウタイシ ノ コウ，ヒロイ
弛	ユルム，シカンスル ノ シ
弟	アニオトオト ノ オトオト
弥	アミダブツ ノ ミ
弦	ゲンガッキ ノ ゲン，ツル
弧	コヲエガク ノ コ
弩	チョウドキュウノド，ヤッコノシタニユミ
弭	ビ，ユミヘンニミミ
弯	ワンガンノワンノツクリ
弱	キョウジャク ノ ジャク，ヨワイ
張	キンチョウスル ノ チョウ，ハル
強	ベンキョウ ノ キョウ，ツヨイ
弸	ホウ，ユミヘンニホウユウヲイミスルホウ
弼	ホヒツ ノ ヒツ，スケ
弾	ダンリョク ノ ダン，ハズム
彁	ユミヘンニカノウセイノカヲカサネル
彈	ダンリョクノダン，ハズムノキュウジ
彊	ジキョウジュツ ノ キョウ，ツヨイ
彌	アミダブツノミノキュウジ
彎	ワンガンノワンノキュウジノツクリ
彑	ケイ，ブシュノケイガシラ
当	トウバン ノ トウ，アタル
彖	タン，ケイガシラニイノコ
彗	ハレースイセイノスイ
彙	キホンゴイノイ
彜	イ，ゴイノイノウエガワニコナ，ニジュウアシ
彝	イ，ゴイノイノウエガワニコメ，イト，ニジュウアシ
彡	サン，ブシュノサンヅクリ
形	チョウホウケイ ノ ケイ，カタチ
彦	ヒコボシ ノ ヒコ
彩	シキサイ ノ サイ，イロドル
彪	トラニサンヅクリ ノ ヒョウ
彫	チョウコクカ ノ チョウ，ホル
彬	ヒン，ハヤシニ サンヅクリ，アキラ
彭	ホウ，ボウチョウリツノボウノツクリ
彰	ヒョウショウジョウ ノ ショウ
影	エイキョウ ノ エイ，カゲ
彳	テキ，ブシュノギョウニンベン
彷	ホウコウスルノホウ，ギョウニンベンニオヤカタノカタ
役	ヤクワリ ノ ヤク
彼	ヒガンバナ ノ ヒ，カレ
彿	フツ，ギョウニンベンニドル
往	オウフク ノ オウ
征	エンセイグン ノ セイ
徂	ジュガクシャノオギュウソライノソ
徃	オウフクスルノオウノイタイジ
径	エン ノ ハンケイ ノ ケイ
待	キタイスル ノ タイ，マツ
徇	ジュン，ギョウニンベンニゲジュンノジュン
很	コン，ギョウニンベンニダイコンノコンノツクリ
徊	ハイカイスルノカイ，ギョウニンベンニマワル
律	ホウリツ ノ リツ
後	ウシロ，ゼンゴ ノ ゴ
徐	ジョコウスル ノ ジョ
徑	エンノハンケイノケイノキュウジ
徒	トホ ノ ト
従	ジュウジスル ノ ジュウ，シタガウ
得	トクイ ノ トク，エル
徘	ハイカイスルノハイ，サマヨウ
徙	シ，ギョウニンベンニトメルニハシルノシタガワ
從	ジュウジスルノジュウ，シタガウノキュウジ
徠	ジュガクシャノオギュウソライノライ
御	オンチュウ ノ オン，ゴハン ノ ゴ
徨	ホウコウスルノコウ，サマヨウ
復	オウフク ノ フク
循	アクジュンカン ノ ジュン
徭	ヨウ，ギョウニンベンニユレルノキュウジノツクリ
微	ビセイブツ ノ ビ
徳	ドウトク ノ トク
徴	トクチョウテキナ ノ チョウ
徹	テツヤスル ノ テツ
徼	キョウ，ギョウニンベンニゲキレイスルノゲキノツクリ
徽	キショウヲツケル ノ キ，シルシ
心	ココロ，アンシン ノ シン
必	ヒツヨウ ノ ヒツ，カナラズ
忌	イッシュウキ ノ キ，イム
忍	ニンジャ ノ ニン，シ ノ ブ
忖	ソンタクスルノソン，リッシンベンニスンポウノスン
志	ココロザス，イシ ノ シ
忘	ボウネンカイ ノ ボウ，ワスレル
忙	イソガシイ，タボウ ノ ボウ
応	オウエン ノ オウ
忝	テン，カタジケナイ，テンプスルノテンノツクリ
忠	チュウコクスル ノ チュウ
忤	ゴ，リッシンベンニショウゴノゴ
快	カイテキ ノ カイ，ココロヨイ
忰	ショウスイスルノスイノイタイジ
忱	シン，リッシンベンニチンボツスルノチンノツクリ
念	ザンネン ノ ネン
忸	ジクジタルノジク，ハジル
忻	キン，リッシンベンニパンイッキンノキン
忽	コツゼン ノ コツ，タチマチ
忿	フン，フンベツノフンノシタニココロ
怎	ソウ，サクヤノサクノツクリノシタニココロ
怏	オウ，リッシンベンニチュウオウノオウ
怐	コウ，リッシンベンニハイクノク
怒	ゲキドスル ノ ド，イカル
怕	ハ，オソレル，リッシンベンニシロイ
怖	キョウフ ノ フ，コワイ
怙	エコヒイキノコ，リッシンベンニチュウコシャノコ
怛	ダツ，リッシンベンニガンタンノタン
怜	リッシンベン ニ メイレイ ノ レイ
思	フシギ ノ シ，オモウ
怠	タイマン ノ タイ，ナマケル
怡	イ，リッシンベンニダイドコロノダイ
急	トッキュウ ノ キュウ，イソグ
怦	ヒョウ，リッシンベンニヘイワノヘイ
性	コセイテキ ノ セイ
怨	オンネン ノ オン，ウラミ
怩	ジクジタルノジ，ハジル
怪	カイブツ ノ カイ，アヤシイ
怫	フツ，リッシンベンニドル
怯	ヒキョウモノ ノ キョウ，オビエル
怱	ソウ，ネギノクサカンムリノシタガワ
怺	エイ，リッシンベンニエイキュウノエイ
恁	ジン，セキニンノニンノシタニココロ
恂	ジュン，リッシンベンニゲジュンノジュン
恃	キョウジヲタモツノジ
恆	コウオンドウブツノコウ，ツネニノキュウジ
恊	キョウリョクスルノキョウノイタイジ
恋	コイビト ノ コイ，レン
恍	コウコツノヒトノコウ
恐	キョウフ ノ キョウ，オソロシイ
恒	コウオンドウブツ ノ コウ，ツネニ
恕	カンジョ ノ ジョ，ユルス
恙	ヨウ，ツツガナククラスノツツガ
恚	イ，ツチフタツノシタニココロ
恟	キョウ，リッシンベンニカラダノムネノツクリ
恠	カイブツノカイノイタイジ，リッシンベンニソンザイノザイ
恢	テンモウカイカイ ノ カイ
恣	シイテキナノシ，ホシイママ
恤	ジュツ，リッシンベンニケツエキノケツ
恥	ハジヲカク ノ ハジ
恨	ウラミ，ツウコン ノ コン
恩	オンガエシ ノ オン
恪	カク，リッシンベンニカクジノカク
恫	ドウカツスルノドウ
恬	ムヨクテンタンノテン
恭	キョウジュン ノ キョウ，ウヤウヤシイ
息	イキヲスル ノ イキ，ソク
恰	カップクガヨイ ノ カツ，アタカモ
恵	メグム，チエ ノ エ
恷	キュウ，キュウジツノキュウノシタニココロ
悁	エン，リッシンベンニキヌイトノキヌノツクリ
悃	コン，リッシンベンニコマル
悄	ショウゼンタルスガタノショウ，リッシンベンニショウゾウガノショウ
悉	シッカイ ノ シツ，コトゴトク
悋	シットヲイミスルリンキノリン
悌	テイ，リッシンベン ニ オトウト
悍	セイカンナカオツキノカン
悒	ユウ，リッシンベンニトユウノユウ
悔	コウカイスル ノ カイ，クヤム
悖	ボツ，リッシンベンニボッパツスルノボツノヒダリガワ
悗	バン，リッシンベンニメンキョノメン
悚	ショウ，リッシンベンニタバ
悛	カイシュンノジョウノシュン
悟	サトル，カクゴ ノ ゴ
悠	ユウユウジテキ ノ ユウ
患	カンジャ ノ カン，ワズラウ
悦	エツラク ノ エツ，ヨロコブ
悧	レイリノリ，リッシンベンニケンリノリ
悩	ナヤム，クノウスル ノ ノウ
悪	ゼンアク ノ アク，ワルイ
悲	ヒゲキ ノ ヒ，カナシイ
悳	トク，ドウトクノトクノイタイジ
悴	ショウスイスルノスイ
悵	チョウ，リッシンベンニチョウタンノチョウ
悶	クモンスル ノ モン，モダエル
悸	ドウキガスルノキ
悼	アイトウ ノ トウ，イタム
悽	セイ，リッシンベンニフサイノサイ，ツマ
情	ユウジョウ ノ ジョウ，ナサケ
惆	チュウ，リッシンベンニシュウヘンノシュウ
惇	リッシンベン ニ キョウラクテキ ノ キョウ，トン
惑	メイワク ノ ワク
惓	ケン，リッシンベンニノリマキノマキ
惘	ボウ，リッシンベンニモウマクノモウノツクリ
惚	ホレル，コウコツ ノ コツ
惜	オシム，セキハイ ノ セキ
惟	シイ ノ イ，リッシンベン ニ フルトリ
惠	メグム，チエノエノキュウジ
惡	ゼンアクノアク，ワルイノキュウジ
惣	オソウザイ ノ ソウ
惧	キグスルノグ
惨	ザンパイスル ノ ザン，ミジメ
惰	タイダ ノ ダ
惱	ナヤム，クノウスルノノウノキュウジ
想	カンソウブン ノ ソウ
惴	ズイ，リッシンベンニゼンソクノゼンノツクリ
惶	コウ，リッシンベンニコウタイシノコウ
惷	シュン，キセツノハルノシタニココロ
惹	ジャッキスル ノ ジャク，ヒク
惺	セイ，リッシンベンニホシ
惻	ソクインノジョウノソク，リッシンベンニホウソクノソク
愀	ショウ，リッシンベンニキセツノアキ
愁	アイシュウ ノ シュウ，ウレイ
愃	セン，リッシンベンニセンデンスルノセン
愆	ケン，フエンスルノエンノシタニココロ
愈	ユ，イヨイヨ
愉	ユカイナ ノ ユ
愍	ビン，タミトノブンノシタニココロ
愎	フク，リッシンベンニオウフクノフクノツクリ
意	イミ ノ イ
愕	キョウガクスルノガク
愚	グチ ノ グ，オロカ
愛	アイスル ノ アイ
感	カンソウブン ノ カン
愡	ソウ，リッシンベンニネギノクサカンムリノシタガワ
愧	ザンキニタエナイノキ
愨	マコトヲイミスルカク
愬	ソ，ハッサクノサクノシタニココロ
愴	ヒソウナノソウ，リッシンベンニカマクラバクフノクラ
愼	シンチョウナノシン，ツツシムノキュウジ
愽	ハクブツカンノハクノイタイジ
愾	キ，リッシンベンニクウキノキノキュウジ
愿	ゲン，ノハラノハラノシタニココロ
慂	ヨウ，コワクダニノワクノシタニココロ
慄	センリツスルノリツ
慇	インギンナノイン
慈	ジヒブカイ ノ ジ，イツクシム
慊	ケン，リッシンベンニカネル
態	タイド ノ タイ
慌	アワテル，キョウコウ ノ コウ
慍	ウン，リッシンベンニオンセンノオンノキュウジタイノツクリ
慎	シンチョウナ ノ シン，ツツシム
慓	ヒョウ，リッシンベンニトウヒョウスルノヒョウ
慕	ボジョウ ノ ボ，シタウ
慘	ザンパイスルノザン，ミジメノキュウジ
慙	ザンキニタエナイノザン，シタゴコロ
慚	ザンキニタエナイノザン，リッシンベン
慝	トク，トクメイノトクノシタニココロ
慟	ドウコクスルノドウ
慢	ジマンスル ノ マン
慣	シュウカン ノ カン，ナレル
慥	ソウ，リッシンベンニカイゾウスルノゾウ
慧	ケイガン ノ ケイ，サトイ
慨	カンガイムリョウ ノ ガイ
慫	ショウ，フクジュウスルノジュウノキュウジノシタニココロ
慮	エンリョスル ノ リョ
慯	ショウ，リッシンベンニキリキズノキズ
慰	イシャリョウ ノ イ，ナグサメル
慱	タン，リッシンベンニセンモンノセンノキュウジ
慳	ケン，リッシンベンニケンジツナノケン
慴	ショウ，リッシンベンニレンシュウスルノシュウ，ナラウ
慵	ヨウ，リッシンベンニボンヨウナノヨウ
慶	ケイチョウキュウカ ノ ケイ，ヨロコブ
慷	ヒフンコウガイノコウ，リッシンベンニイエヤスノヤス
慾	ヨクボウ ノ ヨク，シタゴコロアリ
憂	ユウウツ ノ ユウ，ウレウ
憇	キュウケイノケイ，イコウノイタイジ
憊	ヒロウコンパイノハイ
憎	ニクム，ゾウオ ノ ゾウ
憐	カレンナ ノ レン，アワレム
憑	ヒョウイスルノヒョウ，キツネツキノツク
憔	ショウスイスルノショウ
憖	ギン，ライネンノライノキュウジトイヌノシタニココロ
憙	キ，キドアイラクノキノシタニココロ
憚	キタンノナイノタン，ハバカル
憤	フンガイスル ノ フン，イキドオル
憧	ドウケイ ノ ドウ，アコガレル
憩	キュウケイ ノ ケイ，イコウ
憫	レンビンノビン，リッシンベンニモンガマエニブンショウヲカクノブン
憬	ドウケイノマトノケイ，リッシンベンニフウケイノケイ
憮	ブゼントスルノブ
憲	ケンポウキネンビ ノ ケン
憶	キオク ノ オク，オボエル
憺	クシンサンタンノタン，リッシンベンニタンニンノタンノキュウジノツクリ
憾	イカンナク ノ カン
懃	インギンブレイノギン
懆	ソウ，リッシンベンニソウジュウスルノソウノツクリ
懇	コンシンカイ ノ コン，ネンゴロ
懈	ケタイスルノケ，リッシンベンニカイケツスルノカイ
應	オウエンスルノオウノキュウジ
懊	オウノウスルノオウ，ナヤム
懋	ボウ，ハヤシノアイダニムジュンスルノム，ソノシタニココロ
懌	エキ，リッシンベンニサワノキュウジノツクリ
懍	リン，リッシンベンニリンギスルリン
懐	カイチュウデントウ ノ カイ，フトコロ
懣	フンマンヤルカカタナシノマン
懦	キョウダノダ，ヨワイ，リッシンベンニヒツジュヒンノジュ
懲	コラシメル，チョウバツ ノ チョウ
懴	ザンゲスルノザン，クイルノイタイジ
懶	ランダナノラン，リッシンベンニイライスルノライノキュウジ
懷	カイチュウデントウノカイ，フトコロノキュウジ
懸	イッショウケンメイ ノ ケン，カケル
懺	ザンゲスルノザン，クイル
懼	キョウクスルノク，リッシンベンニメガフタツノシタニフルトリ
懽	カン，リッシンベンニカンガイヨウスイノカンノツクリ
懾	ショウ，リッシンベンニミミミッツ
懿	ダイヨンダイイトクテンノウノイ
戀	コイビトノコイノキュウジ
戈	カ，ブシュノホコヅクリ
戉	マサカリ，エツ，カネヘンナシ
戊	ボシンセンソウ ノ ボ
戌	ジュツ，ジュウニシノイヌ
戍	ジュ，マモル，ボシンセンソウノボノナカニテン
戎	エビス，ホコガマエ ノ ジュウ
成	セイチョウスル ノ セイ，ナル
我	ガマン ノ ガ，ワレ
戒	ケイカイスル ノ カイ，イマシメル
戔	サン，アサイノキュウジノツクリ
或	アルイハ ノ アル
戚	トオイシンセキ ノ セキ
戛	カツ，ページノハノカワリニホコヅクリ
戝	サンゾクノゾクノイタイジ
戞	カツ，ユウウツノユウノウエガワニホコヅクリ
戟	シゲキスル ノ ゲキ，ホコ
戡	カン，ハナハダシイノミギニホコヅクリ
戦	センソウ ノ セン，タタカウ
截	セツゼンタルノセツ，サイバイスルノサイノキノカワリニフルトリ
戮	サツリクスルノリク
戯	ギキョク ノ ギ
戰	センソウノセン，タタカウノキュウジ
戲	ギキョクノギノキュウジ
戳	タク，センタクモノノタクノツクリニホコヅクリ
戴	タイカンシキ ノ タイ，イタダク
戸	トジマリ ノ ト，コ
戻	モドル，ヘンレイキン ノ レイ
房	レイダンボウ ノ ボウ
所	ジュウショ ノ ショ，トコロ
扁	ヘン，ヘンシュウスル，アムノツクリ
扇	センプウキ ノ セン，オウギ
扈	チョウリョウバッコノコ
扉	トビラ，モンピ ノ ヒ
手	テアシ ノ テ，シュ
才	サイノウ ノ サイ
扎	サツ，テヘンニレイギノレイノツクリ
打	タゲキ ノ ダ，ウツ
払	カネヲハラウ ノ ハラウ
托	タクハツ ノ タク
扛	コウ，テヘンニズガコウサクノコウ
扞	カン，テヘンニホス
扠	サ，テヘンニヤシャノシャ
扣	コウ，テヘンニクチ
扨	サテ，テヘンニヤイバノイタイジ
扮	フンソウヲコラス ノ フン
扱	アツカウ
扶	フヨウカゾク ノ フ
批	ヒハンスル ノ ヒ
扼	セッシヤクワンノヤク
找	カ，テヘンニホコヅクリ
承	ショウダクスル ノ ショウ
技	ギジュツ ノ ギ，ワザ
抂	キョウ，テヘンニオウサマノオウ
抃	ベンブスルノベン，テヘンニナベブタノシタニカタカナノト
抄	コセキショウホン ノ ショウ
抉	ケツ，テヘンニタスウケツノケツノツクリ
把	ハアクスル ノ ハ
抑	ヨクセイスル ノ ヨク，オサエル
抒	ジョジョウシノジョ，テヘンニヨテイノヨ
抓	ソウ，ツネル，テヘンニツメ
抔	ホウ，テヘンニフシギノフ
投	トウシュ ノ トウ，ナゲル
抖	トウ，テヘンニホクトシチセイノト
抗	テイコウスル ノ コウ
折	コッセツ ノ セツ，オル
抛	ホウテキスルノホウ，テヘンニカンスウジノキュウニチカラ
抜	バツグン ノ バツ，ヌケル
択	センタクシ ノ タク
披	ヒロウエン ノ ヒ
抬	タイ，テヘンニダイドコロノダイ
抱	ホウフヲカタル ノ ホウ，ダク
抵	テイコウスル ノ テイ
抹	マッチャ ノ マツ
抻	シン，テヘンニシンコクスルノシン
押	オウシュウスル ノ オウ，オス
抽	チュウセン ノ チュウ
拂	カネヲハラウノハラウノキュウジ
担	タンニン ノ タン
拆	タク，テヘンニハイセキウンドウノセキ
拇	ボインヲオスノボ
拈	ネン，テヘンニドクセンスルノセン
拉	ラチスルノラ
拊	フ，テヘンニフロクノフ
拌	カクハンスルノハン，カキマゼル
拍	ハクシュスル ノ ハク
拏	ダホスルノダ，ヤッコノシタニテ
拐	ユウカイジケン ノ カイ
拑	カン，テヘンニアマイ
拒	キョヒスル ノ キョ，コバム
拓	カイタクスル ノ タク
拔	バツグンノバツ，ヌケルノキュウジ
拗	ヨウオンノヨウ，テヘンニオオサナイ
拘	コウソクジカン ノ コウ
拙	チセツ ノ セツ，ツタナイ
招	マネク，ショウタイスル ノ ショウ
拜	オガムノキュウジ
拝	オガム，ハイケイ ノ ハイ
拠	キョテン ノ キョ
拡	カクダイ ノ カク
括	ソウカツ ノ カツ，ククル
拭	フッショク ノ ショク，ヌグウ
拮	キッコウスルノキツ
拯	ジョウ，テヘンニダイジンヲイミスルジョウショウノジョウ
拱	コマヌク，キョウ，テヘンノキョウツウノキョウ
拳	ケンジュウ ノ ケン，コブシ
拵	コシラエル，ソン
拶	アイサツ ノ サツ
拷	ゴウモンスル ノ ゴウ
拾	オカネヲ ヒロウ ノ ヒロウ
拿	ダホスルノダ，ゴウカクノゴウノシタニテ
持	ジゾクスル ノ ジ，モツ
挂	ケイ，テヘンニツチフタツ
指	シドウスル ノ シ，ユビ
挈	ケツ，ケイヤクスルノケイノダイノカワリニテ
按	アンマ ノ アン
挌	カク，テヘンニカクジノカク
挑	チョウセンスル ノ チョウ，イドム
挙	センキョ ノ キョ，アゲル
挟	ハサム，キョウ
挧	ウ，テヘンニウモウノウ
挨	アイサツスル ノ アイ
挫	ネンザ ノ ザ，クジク
振	サンシンスル ノ シン，フル
挺	クウテイブタイ ノ テイ
挽	バンカイスル ノ バン
挾	ハサム，キョウノキュウジ
挿	ソウニュウスル ノ ソウ，サス
捉	トラエル，テヘン ニ アシ
捌	ウリサバク ノ サバク，テヘン ニ ワカレル
捍	カン，テヘンニヒデリヲイミスルカンバツノカン
捏	ネツゾウスルノネツ，コネル
捐	ギエンキンノエン，テヘンニキヌイトノキヌノツクリ
捕	タイホスル ノ ホ，トラエル
捗	シンチョクジョウキョウ ノ チョク，ハカドル
捜	ソウサジョウ ノ ソウ，サガス
捧	ササゲル，ホウ
捨	シシャゴニュウ ノ シャ，ステル
捩	レイ，ネジル，テヘンニモドル
捫	モン，テヘンニセンモンノモン
据	スエル，スエオキ ノ スエ
捲	マクル，ケンドジュウライ ノ ケン
捶	スイ，テヘンニスイチョクノスイ
捷	ビンショウナ ノ ショウ
捺	ナツインスル ノ ナツ
捻	ネンザ ノ ネン，ヒネル
掀	キン，テヘンニキンキジャクヤクノキン
掃	ソウジスル ノ ソウ，ハク
授	ジュギョウ ノ ジュ，サズケル
掉	チョウ，テヘンニタッキュウノタク
掌	ショウアクスル ノ ショウ，テノヒラ
掎	キ，テヘンニキミョウナノキ
掏	トウ，テヘンニトウゲイカノトウノツクリ
排	ハイジョスル ノ ハイ
掖	エキ，テヘンニヒルヨルノヨル
掘	ホル，ハックツ ノ クツ
掛	カケブトン ノ カケ
掟	オキテ，テヘンニサダメル
掠	カスメル，リャクダツ ノ リャク
採	サイヨウ ノ サイ，トル
探	タンケン ノ タン，サガス
掣	セイ，セイゲンスルノセイノシタニテ
接	セツゾクスル ノ セツ
控	コウジョスル ノ コウ，ヒカエル
推	スイセンスル ノ スイ，オス
掩	エンゴシャゲキ ノ エン
措	ソチスル ノ ソ
掫	ソウ，テヘンニシュザイスルノシュ
掬	スクイナゲ ノ スクウ
掲	ケイジバン ノ ケイ，カカゲル
掴	ツカム，テヘン ニ クニ
掵	ハバ，テヘンニイノチ
掻	ヒッカク ノ カク，カッカソウヨウ ノ ソウ
掾	エン，テヘンニエンガワノエンノキュウジノツクリ
揀	カン，テヘンニサカナノニシンノツクリ
揃	ソロエル
揄	ヤユスルノユ
揆	ヒャクショウイッキノキ
揉	モム，テヘンニジュウドウノジュウ
描	エガク，ビョウシャスル ノ ビョウ
提	テイアン ノ テイ
插	ソウニュウスルノソウ，サスノキュウジ
揖	イチユウ ノ ユウ，テヘン ニ クチ ノ シタニ ミミ
揚	アゲル，カラアゲ
換	カンキセン ノ カン，カエル
握	アクリョク ノ アク，ニギル
揣	シマオクソクノシ，テヘンニタンマツノタンノツクリ
揩	カイ，テヘンニミナサマノミナ
揮	シキスル ノ キ
援	オウエンスル ノ エン
揶	ヤユスルノヤ
揺	ユレル，ドウヨウスル ノ ヨウ
搆	コウ，テヘンニミゾノツクリ
損	ソンガイ ノ ソン
搏	ミャクハクノハク，テヘンニハクブツカンノハクノツクリ
搓	サ，テヘンニサベツカスルノサ
搖	ユレル，ドウヨウスルノヨウノキュウジ
搗	モチツキノツキ
搜	ソウサジョウノソウ，サガスノキュウジ
搦	カラメテノカラメ，テヘンニキョウジャクノジャク
搨	トウ，テヘンニニチヨウビノニチノシタニハネ
搬	ハンニュウスル ノ ハン
搭	トウジョウテツヅキ ノ トウ
搴	ケン，サムイノシタニテンノカワリニテ
搶	ソウ，テヘンニカマクラバクフノクラ
携	ケイタイ ノ ケイ，タズサエル
搾	サクシュ ノ サク，シボル
摂	セッセイスル ノ セイ，トル
摎	コウ，テヘンニニカワノツクリ
摘	テキハツスル ノ テキ，ツム
摧	サイ，テヘンニモヨオシノツクリ
摩	マサツ ノ マ
摯	シンシナタイドノシ，シツジノシツノシタニテ
摶	タン，テヘンニセンモンノセンノキュウジ
摸	モシャスル ノ モ，テヘン
摺	テスリアシスリ ノ スリ
撃	コウゲキ ノ ゲキ，ウツ
撈	ギョロウノロウ，テヘンニロウドウノロウノキュウジ
撒	ミズヲマク ノ マク，サン
撓	フトウフクツノトウ，タワム
撕	シ，テヘンニシカイノケンイノシ
撚	ヒネル，テヘン ニ シゼン ノ ゼン
